username,userviewed,like,reviewId
acc3,acc2105,0,
acc3,acc2288,0,
acc3,acc2424,0,
acc3,acc2851,1,2449
acc3,acc3024,0,
acc3,acc3210,0,
acc3,acc3703,1,2040
acc3,acc3949,0,
acc3,acc4518,1,
acc3,acc5048,0,
acc3,acc5181,1,
acc3,acc5746,1,3893
acc3,acc5764,0,
acc3,acc5919,1,
acc3,acc6238,0,
acc3,acc6835,1,1172
acc3,acc7899,0,
acc3,acc7991,1,105
acc3,acc26409,0,
acc4,acc21,0,
acc4,acc32,0,
acc4,acc45,0,
acc4,acc47,0,
acc4,acc52,0,
acc4,acc58,0,
acc4,acc106,0,
acc4,acc125,1,107
acc4,acc126,0,
acc4,acc162,1,
acc4,acc171,0,
acc4,acc176,1,758
acc4,acc190,0,
acc4,acc215,1,
acc4,acc222,0,
acc4,acc232,1,
acc4,acc235,0,
acc4,acc247,0,
acc4,acc260,1,
acc4,acc265,1,1668
acc4,acc296,0,
acc4,acc319,1,
acc4,acc342,1,3596
acc4,acc345,0,
acc4,acc348,0,
acc4,acc351,0,
acc4,acc357,0,
acc4,acc368,0,
acc4,acc417,0,
acc4,acc441,0,
acc4,acc450,0,
acc4,acc457,1,
acc4,acc475,1,
acc4,acc492,1,3747
acc4,acc509,0,
acc4,acc538,1,
acc4,acc539,0,
acc4,acc553,0,
acc4,acc588,0,
acc4,acc593,1,3499
acc4,acc595,0,
acc4,acc599,0,
acc4,acc608,1,
acc4,acc648,0,
acc4,acc708,0,
acc4,acc759,0,
acc4,acc800,0,
acc4,acc892,0,
acc4,acc898,1,
acc4,acc899,0,
acc4,acc902,0,
acc4,acc904,0,
acc4,acc908,1,
acc4,acc910,1,3309
acc4,acc912,1,3681
acc4,acc914,1,
acc4,acc919,1,
acc4,acc920,1,612
acc4,acc930,1,188
acc4,acc937,0,
acc4,acc1025,0,
acc4,acc1046,1,3956
acc4,acc1057,0,
acc4,acc1060,0,
acc4,acc1073,0,
acc4,acc1077,1,
acc4,acc1079,0,
acc4,acc1080,1,4990
acc4,acc1084,1,4235
acc4,acc1086,1,792
acc4,acc1094,0,
acc4,acc1103,1,3348
acc4,acc1136,1,2642
acc4,acc1179,0,
acc4,acc1183,0,
acc4,acc1188,1,3462
acc4,acc1196,1,
acc4,acc1197,1,2817
acc4,acc1198,0,
acc4,acc1199,0,
acc4,acc1203,1,
acc4,acc1211,0,
acc4,acc1213,0,
acc4,acc1219,0,
acc4,acc1225,0,
acc4,acc1250,1,
acc4,acc1259,0,
acc4,acc1265,0,
acc4,acc1266,0,
acc4,acc1279,0,
acc4,acc1282,1,
acc4,acc1283,1,3783
acc4,acc1288,0,
acc4,acc1291,0,
acc4,acc1304,0,
acc4,acc1391,0,
acc4,acc1449,1,
acc4,acc1466,0,
acc4,acc1500,0,
acc4,acc1517,0,
acc4,acc1580,0,
acc4,acc1597,0,
acc4,acc1617,0,
acc4,acc1641,0,
acc4,acc1704,0,
acc4,acc1719,0,
acc4,acc1732,0,
acc4,acc1733,1,
acc4,acc1734,0,
acc4,acc1834,1,
acc4,acc1860,0,
acc4,acc1883,0,
acc4,acc1885,0,
acc4,acc1892,0,
acc4,acc1895,0,
acc4,acc1907,0,
acc4,acc1914,0,
acc4,acc1916,0,
acc4,acc1923,0,
acc4,acc1947,1,3238
acc4,acc1966,0,
acc4,acc1967,1,
acc4,acc1968,0,
acc4,acc2019,0,
acc4,acc2076,0,
acc4,acc2078,1,
acc4,acc2109,0,
acc4,acc2145,0,
acc4,acc2150,1,
acc4,acc2174,1,
acc4,acc2186,1,2643
acc4,acc2203,0,
acc4,acc2204,1,
acc4,acc2282,0,
acc4,acc2324,0,
acc4,acc2336,0,
acc4,acc2351,0,
acc4,acc2359,0,
acc4,acc2390,1,2978
acc4,acc2395,0,
acc4,acc2406,0,
acc4,acc2467,0,
acc4,acc2571,0,
acc4,acc2583,1,4758
acc4,acc2599,1,480
acc4,acc2628,0,
acc4,acc2683,0,
acc4,acc2692,1,4661
acc4,acc2712,0,
acc4,acc2762,0,
acc4,acc2763,0,
acc4,acc2770,0,
acc4,acc2791,1,
acc4,acc2843,1,
acc4,acc2858,1,
acc4,acc2874,0,
acc4,acc2921,0,
acc4,acc2926,1,2927
acc4,acc2959,0,
acc4,acc2973,0,
acc4,acc2997,0,
acc4,acc3033,0,
acc4,acc3044,1,1610
acc4,acc3060,0,
acc4,acc3079,0,
acc4,acc3083,1,3393
acc4,acc3160,0,
acc4,acc3175,0,
acc4,acc3176,0,
acc4,acc3204,0,
acc4,acc3255,0,
acc4,acc3317,0,
acc4,acc3358,0,
acc4,acc3365,1,
acc4,acc3386,0,
acc4,acc3408,0,
acc4,acc3481,0,
acc4,acc3489,0,
acc4,acc3508,1,
acc4,acc3538,0,
acc4,acc3591,0,
acc4,acc3788,0,
acc4,acc3809,0,
acc4,acc3851,1,
acc4,acc3897,0,
acc4,acc3911,0,
acc4,acc3967,0,
acc4,acc3996,0,
acc4,acc4002,0,
acc4,acc4014,0,
acc4,acc4020,0,
acc4,acc4021,0,
acc4,acc4027,0,
acc4,acc4029,0,
acc4,acc4033,0,
acc4,acc4034,1,
acc4,acc4074,0,
acc4,acc4121,0,
acc4,acc4144,0,
acc4,acc4166,0,
acc4,acc4226,0,
acc4,acc4239,1,
acc4,acc4246,0,
acc4,acc4252,0,
acc4,acc4260,0,
acc4,acc4273,0,
acc4,acc4308,0,
acc4,acc4347,0,
acc4,acc4381,0,
acc4,acc4641,0,
acc4,acc4741,0,
acc4,acc4765,1,
acc4,acc4881,0,
acc4,acc4896,0,
acc4,acc4902,0,
acc4,acc4967,1,
acc5,acc1,0,
acc5,acc21,0,
acc5,acc34,0,
acc5,acc36,0,
acc5,acc39,0,
acc5,acc50,0,
acc5,acc58,1,1890
acc5,acc110,0,
acc5,acc150,0,
acc5,acc153,0,
acc5,acc232,0,
acc5,acc247,1,
acc5,acc253,0,
acc5,acc261,0,
acc5,acc265,0,
acc5,acc266,0,
acc5,acc290,1,4919
acc5,acc296,1,
acc5,acc300,0,
acc5,acc316,0,
acc5,acc318,0,
acc5,acc344,0,
acc5,acc349,0,
acc5,acc357,0,
acc5,acc364,0,
acc5,acc367,0,
acc5,acc380,0,
acc5,acc410,0,
acc5,acc457,0,
acc5,acc474,0,
acc5,acc475,1,
acc5,acc515,0,
acc5,acc527,1,
acc5,acc531,0,
acc5,acc534,0,
acc5,acc588,0,
acc5,acc589,0,
acc5,acc590,1,
acc5,acc592,0,
acc5,acc594,1,
acc5,acc595,1,
acc5,acc596,1,3883
acc5,acc597,0,
acc5,acc608,0,
acc6,acc2,0,
acc6,acc3,1,
acc6,acc4,0,
acc6,acc5,1,723
acc6,acc6,0,
acc6,acc7,0,
acc6,acc8,0,
acc6,acc10,0,
acc6,acc11,0,
acc6,acc13,0,
acc6,acc15,0,
acc6,acc16,0,
acc6,acc17,0,
acc6,acc19,0,
acc6,acc21,0,
acc6,acc22,1,2454
acc6,acc24,0,
acc6,acc25,0,
acc6,acc26,0,
acc6,acc27,0,
acc6,acc31,0,
acc6,acc32,0,
acc6,acc34,0,
acc6,acc36,1,
acc6,acc41,0,
acc6,acc43,0,
acc6,acc45,0,
acc6,acc46,0,
acc6,acc47,0,
acc6,acc50,0,
acc6,acc54,0,
acc6,acc60,0,
acc6,acc61,0,
acc6,acc62,0,
acc6,acc65,0,
acc6,acc66,0,
acc6,acc76,0,
acc6,acc79,0,
acc6,acc86,1,2888
acc6,acc87,0,
acc6,acc88,0,
acc6,acc89,0,
acc6,acc92,0,
acc6,acc93,0,
acc6,acc95,0,
acc6,acc100,0,
acc6,acc102,0,
acc6,acc104,0,
acc6,acc105,0,
acc6,acc110,1,
acc6,acc112,0,
acc6,acc113,0,
acc6,acc126,0,
acc6,acc135,0,
acc6,acc140,0,
acc6,acc141,0,
acc6,acc145,0,
acc6,acc146,0,
acc6,acc150,0,
acc6,acc151,0,
acc6,acc153,0,
acc6,acc158,0,
acc6,acc159,0,
acc6,acc160,1,4287
acc6,acc161,0,
acc6,acc163,0,
acc6,acc165,0,
acc6,acc168,1,
acc6,acc170,0,
acc6,acc171,0,
acc6,acc174,0,
acc6,acc177,0,
acc6,acc179,0,
acc6,acc180,0,
acc6,acc181,0,
acc6,acc185,0,
acc6,acc186,0,
acc6,acc189,0,
acc6,acc191,0,
acc6,acc195,0,
acc6,acc196,0,
acc6,acc201,0,
acc6,acc204,0,
acc6,acc205,0,
acc6,acc207,0,
acc6,acc208,0,
acc6,acc209,0,
acc6,acc210,0,
acc6,acc212,0,
acc6,acc216,0,
acc6,acc217,0,
acc6,acc218,0,
acc6,acc219,0,
acc6,acc222,0,
acc6,acc224,0,
acc6,acc225,0,
acc6,acc230,1,
acc6,acc231,0,
acc6,acc234,0,
acc6,acc236,0,
acc6,acc237,0,
acc6,acc239,0,
acc6,acc240,0,
acc6,acc243,0,
acc6,acc248,1,
acc6,acc250,0,
acc6,acc251,0,
acc6,acc252,0,
acc6,acc253,0,
acc6,acc254,0,
acc6,acc256,0,
acc6,acc257,1,
acc6,acc258,0,
acc6,acc261,0,
acc6,acc262,1,4545
acc6,acc265,0,
acc6,acc266,0,
acc6,acc267,0,
acc6,acc270,0,
acc6,acc271,0,
acc6,acc273,0,
acc6,acc274,0,
acc6,acc276,0,
acc6,acc277,1,
acc6,acc279,0,
acc6,acc281,0,
acc6,acc282,0,
acc6,acc288,0,
acc6,acc289,0,
acc6,acc291,0,
acc6,acc292,0,
acc6,acc293,0,
acc6,acc296,0,
acc6,acc302,0,
acc6,acc303,0,
acc6,acc304,0,
acc6,acc310,0,
acc6,acc312,0,
acc6,acc313,0,
acc6,acc314,1,1894
acc6,acc315,0,
acc6,acc316,1,
acc6,acc317,0,
acc6,acc318,1,4286
acc6,acc327,0,
acc6,acc329,0,
acc6,acc330,0,
acc6,acc332,0,
acc6,acc333,1,
acc6,acc336,0,
acc6,acc337,1,
acc6,acc339,0,
acc6,acc340,0,
acc6,acc342,0,
acc6,acc343,0,
acc6,acc344,0,
acc6,acc347,0,
acc6,acc348,0,
acc6,acc349,1,4328
acc6,acc350,1,
acc6,acc351,0,
acc6,acc352,0,
acc6,acc353,0,
acc6,acc354,0,
acc6,acc355,0,
acc6,acc356,1,
acc6,acc357,0,
acc6,acc358,0,
acc6,acc359,0,
acc6,acc360,0,
acc6,acc361,0,
acc6,acc362,0,
acc6,acc364,1,1801
acc6,acc366,0,
acc6,acc367,0,
acc6,acc368,1,3619
acc6,acc370,0,
acc6,acc371,0,
acc6,acc374,0,
acc6,acc377,1,1380
acc6,acc378,0,
acc6,acc380,0,
acc6,acc381,0,
acc6,acc382,0,
acc6,acc383,0,
acc6,acc405,0,
acc6,acc410,0,
acc6,acc412,0,
acc6,acc415,0,
acc6,acc416,0,
acc6,acc419,0,
acc6,acc426,0,
acc6,acc432,1,
acc6,acc434,0,
acc6,acc435,0,
acc6,acc437,0,
acc6,acc440,0,
acc6,acc445,0,
acc6,acc450,0,
acc6,acc454,0,
acc6,acc455,0,
acc6,acc457,1,2206
acc6,acc458,0,
acc6,acc460,0,
acc6,acc466,0,
acc6,acc468,0,
acc6,acc469,0,
acc6,acc472,0,
acc6,acc474,0,
acc6,acc475,0,
acc6,acc477,0,
acc6,acc480,1,
acc6,acc485,0,
acc6,acc489,0,
acc6,acc490,0,
acc6,acc491,0,
acc6,acc493,0,
acc6,acc494,0,
acc6,acc497,0,
acc6,acc500,1,4668
acc6,acc502,0,
acc6,acc505,0,
acc6,acc508,0,
acc6,acc509,0,
acc6,acc510,0,
acc6,acc515,0,
acc6,acc516,0,
acc6,acc520,0,
acc6,acc524,0,
acc6,acc527,0,
acc6,acc531,0,
acc6,acc532,0,
acc6,acc536,0,
acc6,acc537,0,
acc6,acc539,0,
acc6,acc540,0,
acc6,acc542,0,
acc6,acc543,0,
acc6,acc546,0,
acc6,acc548,0,
acc6,acc552,0,
acc6,acc553,1,368
acc6,acc569,0,
acc6,acc575,0,
acc6,acc587,1,
acc6,acc588,1,
acc6,acc589,0,
acc6,acc590,1,
acc6,acc592,0,
acc6,acc593,0,
acc6,acc594,0,
acc6,acc595,1,4086
acc6,acc596,0,
acc6,acc597,0,
acc6,acc606,0,
acc6,acc608,0,
acc6,acc609,0,
acc6,acc616,1,
acc6,acc628,0,
acc6,acc631,0,
acc6,acc637,0,
acc6,acc640,0,
acc6,acc647,0,
acc6,acc662,0,
acc6,acc667,0,
acc6,acc694,0,
acc6,acc697,0,
acc6,acc700,0,
acc6,acc704,0,
acc6,acc708,0,
acc6,acc709,1,4706
acc6,acc710,0,
acc6,acc711,0,
acc6,acc719,0,
acc6,acc736,1,
acc6,acc747,0,
acc6,acc762,0,
acc6,acc765,0,
acc6,acc775,0,
acc6,acc780,1,
acc6,acc783,1,
acc6,acc795,0,
acc6,acc799,0,
acc6,acc801,0,
acc6,acc802,0,
acc6,acc818,0,
acc6,acc830,1,1387
acc6,acc835,0,
acc6,acc837,0,
acc6,acc838,0,
acc6,acc839,0,
acc6,acc842,0,
acc6,acc848,0,
acc6,acc852,0,
acc6,acc867,0,
acc6,acc880,0,
acc6,acc881,0,
acc6,acc888,0,
acc6,acc891,0,
acc6,acc979,0,
acc6,acc981,0,
acc6,acc986,0,
acc6,acc991,0,
acc6,acc996,0,
acc6,acc999,0,
acc6,acc1004,0,
acc6,acc1006,0,
acc6,acc1042,0,
acc6,acc1049,1,
acc6,acc1061,0,
acc6,acc1064,0,
acc6,acc1073,0,
acc6,acc1082,0,
acc6,acc1084,0,
acc7,acc1,0,
acc7,acc50,0,
acc7,acc58,0,
acc7,acc150,0,
acc7,acc165,0,
acc7,acc260,1,2134
acc7,acc356,1,
acc7,acc380,0,
acc7,acc466,1,
acc7,acc480,1,
acc7,acc587,0,
acc7,acc588,0,
acc7,acc589,0,
acc7,acc592,0,
acc7,acc593,1,610
acc7,acc595,0,
acc7,acc648,0,
acc7,acc750,0,
acc7,acc780,0,
acc7,acc920,0,
acc7,acc924,0,
acc7,acc1101,0,
acc7,acc1183,0,
acc7,acc1196,0,
acc7,acc1208,0,
acc7,acc1210,0,
acc7,acc1219,1,438
acc7,acc1220,0,
acc7,acc1240,1,
acc7,acc1246,0,
acc7,acc1270,1,1404
acc7,acc1517,0,
acc7,acc1584,1,4226
acc7,acc1610,0,
acc7,acc1617,0,
acc7,acc1682,0,
acc7,acc1784,0,
acc7,acc1917,0,
acc7,acc1923,0,
acc7,acc1954,0,
acc7,acc2019,1,1173
acc7,acc2324,0,
acc7,acc2353,0,
acc7,acc2529,1,
acc7,acc2628,0,
acc7,acc2640,0,
acc7,acc2671,0,
acc7,acc2683,0,
acc7,acc2688,0,
acc7,acc2701,0,
acc7,acc2717,0,
acc7,acc2762,0,
acc7,acc2858,0,
acc7,acc3114,0,
acc7,acc3354,0,
acc7,acc3408,0,
acc7,acc3578,0,
acc7,acc3623,0,
acc7,acc3793,0,
acc7,acc3869,1,
acc7,acc3916,0,
acc7,acc3977,0,
acc7,acc3994,0,
acc7,acc4018,0,
acc7,acc4223,0,
acc7,acc4246,0,
acc7,acc4306,0,
acc7,acc4310,0,
acc7,acc4370,0,
acc7,acc4643,0,
acc7,acc4700,0,
acc7,acc4844,0,
acc7,acc4874,0,
acc7,acc4886,0,
acc7,acc4896,0,
acc7,acc4963,0,
acc7,acc4993,0,
acc7,acc4995,0,
acc7,acc5218,0,
acc7,acc5349,0,
acc7,acc5378,0,
acc7,acc5445,0,
acc7,acc5459,0,
acc7,acc5464,0,
acc7,acc5502,0,
acc7,acc5618,1,214
acc7,acc5816,0,
acc7,acc5952,0,
acc7,acc5989,0,
acc7,acc5991,0,
acc7,acc6333,0,
acc7,acc6365,0,
acc7,acc6534,0,
acc7,acc6539,0,
acc7,acc6863,0,
acc7,acc6934,0,
acc7,acc7143,0,
acc7,acc7153,0,
acc7,acc7155,0,
acc7,acc7445,0,
acc7,acc8207,0,
acc7,acc8360,0,
acc7,acc8368,0,
acc7,acc8373,0,
acc7,acc8528,0,
acc7,acc8636,0,
acc7,acc8665,0,
acc7,acc8666,0,
acc7,acc8783,0,
acc7,acc8798,0,
acc7,acc8808,0,
acc7,acc8865,0,
acc7,acc8870,0,
acc7,acc8907,0,
acc7,acc8908,0,
acc7,acc8949,0,
acc7,acc8957,0,
acc7,acc8958,0,
acc7,acc8961,0,
acc7,acc8965,0,
acc7,acc8970,0,
acc7,acc8972,0,
acc7,acc8984,0,
acc7,acc27741,0,
acc7,acc30812,0,
acc7,acc30816,0,
acc7,acc31878,0,
acc7,acc32029,0,
acc7,acc32031,0,
acc7,acc32296,0,
acc7,acc32587,0,
acc7,acc33162,0,
acc7,acc33493,0,
acc7,acc33794,0,
acc7,acc33836,0,
acc7,acc34048,0,
acc7,acc34319,0,
acc7,acc37741,0,
acc7,acc38388,0,
acc7,acc42002,0,
acc7,acc45499,0,
acc7,acc45517,0,
acc7,acc45668,0,
acc7,acc45730,0,
acc7,acc46530,0,
acc7,acc48516,0,
acc7,acc48783,0,
acc7,acc48997,0,
acc7,acc49272,0,
acc7,acc49278,0,
acc7,acc49286,0,
acc7,acc49824,0,
acc8,acc2,0,
acc8,acc10,0,
acc8,acc11,0,
acc8,acc21,0,
acc8,acc32,0,
acc8,acc34,1,4804
acc8,acc39,0,
acc8,acc47,0,
acc8,acc50,1,
acc8,acc110,0,
acc8,acc141,0,
acc8,acc150,0,
acc8,acc153,0,
acc8,acc185,1,1397
acc8,acc186,0,
acc8,acc208,0,
acc8,acc231,0,
acc8,acc235,0,
acc8,acc236,0,
acc8,acc252,0,
acc8,acc253,1,1970
acc8,acc282,0,
acc8,acc292,0,
acc8,acc296,0,
acc8,acc317,0,
acc8,acc318,1,3842
acc8,acc339,0,
acc8,acc356,0,
acc8,acc357,1,3657
acc8,acc364,1,3058
acc8,acc367,0,
acc8,acc377,0,
acc8,acc380,1,
acc8,acc432,0,
acc8,acc440,0,
acc8,acc454,0,
acc8,acc457,0,
acc8,acc480,0,
acc8,acc500,0,
acc8,acc527,1,
acc8,acc539,0,
acc8,acc586,0,
acc8,acc587,0,
acc8,acc590,1,3658
acc8,acc592,0,
acc8,acc593,0,
acc8,acc597,0,
acc9,acc41,0,
acc9,acc187,0,
acc9,acc223,0,
acc9,acc371,0,
acc9,acc627,0,
acc9,acc922,0,
acc9,acc923,1,3518
acc9,acc1037,0,
acc9,acc1095,0,
acc9,acc1198,1,
acc9,acc1270,1,
acc9,acc1674,0,
acc9,acc1987,0,
acc9,acc2011,0,
acc9,acc2012,0,
acc9,acc2023,0,
acc9,acc2300,1,
acc9,acc2877,0,
acc9,acc2901,0,
acc9,acc3173,0,
acc9,acc3328,0,
acc9,acc3735,0,
acc9,acc4131,0,
acc9,acc4558,0,
acc9,acc4993,1,
acc9,acc5218,0,
acc9,acc5378,0,
acc9,acc5445,0,
acc9,acc5447,0,
acc9,acc5451,0,
acc9,acc5481,1,2172
acc9,acc5507,0,
acc9,acc5841,0,
acc9,acc5843,0,
acc9,acc5872,0,
acc9,acc5890,0,
acc9,acc5891,0,
acc9,acc5893,0,
acc9,acc5902,1,1151
acc9,acc5952,1,
acc9,acc5956,0,
acc9,acc5962,0,
acc9,acc5965,0,
acc9,acc5988,0,
acc9,acc6001,0,
acc9,acc6044,0,
acc10,acc296,0,
acc10,acc356,0,
acc10,acc588,0,
acc10,acc597,0,
acc10,acc912,0,
acc10,acc1028,0,
acc10,acc1088,0,
acc10,acc1247,0,
acc10,acc1307,0,
acc10,acc1784,0,
acc10,acc1907,0,
acc10,acc2571,0,
acc10,acc2671,0,
acc10,acc2762,0,
acc10,acc2858,0,
acc10,acc2959,0,
acc10,acc3578,0,
acc10,acc3882,0,
acc10,acc4246,0,
acc10,acc4306,0,
acc10,acc4447,0,
acc10,acc4993,0,
acc10,acc4995,0,
acc10,acc5066,0,
acc10,acc5377,0,
acc10,acc5620,0,
acc10,acc5943,0,
acc10,acc5952,0,
acc10,acc5957,0,
acc10,acc6155,0,
acc10,acc6266,0,
acc10,acc6377,0,
acc10,acc6535,0,
acc10,acc6942,0,
acc10,acc7149,0,
acc10,acc7151,0,
acc10,acc7153,0,
acc10,acc7154,0,
acc10,acc7169,0,
acc10,acc7293,0,
acc10,acc7375,0,
acc10,acc7451,0,
acc10,acc7458,1,
acc10,acc8529,0,
acc10,acc8533,1,
acc10,acc8636,0,
acc10,acc8665,0,
acc10,acc8808,0,
acc10,acc8869,1,
acc10,acc8961,0,
acc10,acc8969,0,
acc10,acc8970,0,
acc10,acc30749,0,
acc10,acc31433,0,
acc10,acc31685,0,
acc10,acc33145,0,
acc10,acc33679,0,
acc10,acc33794,1,3074
acc10,acc40629,0,
acc10,acc40819,0,
acc10,acc41285,0,
acc10,acc47099,0,
acc10,acc49272,1,3290
acc10,acc49286,1,
acc10,acc51662,0,
acc10,acc51705,0,
acc10,acc51834,0,
acc10,acc54286,0,
acc10,acc56367,0,
acc10,acc56949,0,
acc10,acc58047,0,
acc10,acc58559,0,
acc10,acc59333,0,
acc10,acc59421,0,
acc11,acc6,1,3344
acc11,acc10,0,
acc11,acc36,0,
acc11,acc44,0,
acc11,acc95,0,
acc11,acc110,1,
acc11,acc150,1,
acc11,acc153,0,
acc11,acc165,0,
acc11,acc170,0,
acc11,acc208,0,
acc11,acc292,0,
acc11,acc318,0,
acc11,acc349,1,
acc11,acc356,1,
acc11,acc368,0,
acc11,acc376,0,
acc11,acc377,0,
acc11,acc380,0,
acc11,acc434,0,
acc11,acc457,1,3258
